frame_idx,wall_t,ms_capture,ms_preproc,ms_framediff,ms_total,phase,state,sensor_age_ms
109,1777426362.831100,10.150,2.066,,33.197,,,,20.639,settle,tracking,47.48,,,,,0
110,1777426362.870891,10.365,2.013,,39.635,,4.811,1.393,20.680,active,tracking,53.93,-1.88,0.48,2,1,
111,1777426362.898125,4.087,2.012,,27.103,,,,20.666,settle,tracking,47.78,,,,,1
112,1777426362.931335,9.894,2.047,,33.052,,,,20.780,settle,tracking,47.63,,,,,0
113,1777426362.966370,10.483,2.013,,34.876,,0.005,1.423,20.593,active,tracking,49.32,-1.80,0.24,2,1,
114,1777426362.998084,8.395,1.999,,31.571,,,,20.842,settle,tracking,47.64,,,,,1
115,1777426363.031423,10.144,2.062,,33.184,,,,20.645,settle,tracking,47.62,,,,,0
116,1777426363.066196,10.205,1.991,,34.616,,0.004,1.423,20.633,active,tracking,49.05,-1.88,0.36,2,1,
117,1777426363.097911,8.580,1.995,,31.575,,,,20.661,settle,tracking,47.38,,,,,1
118,1777426363.134501,11.676,2.024,,36.437,,,,22.393,settle,tracking,50.61,,,,,0
119,1777426363.172190,8.266,1.998,,37.529,,4.912,1.416,20.565,active,tracking,54.95,-1.92,0.44,2,1,
120,1777426363.198303,1.905,2.061,,24.942,,,,20.596,settle,tracking,47.68,,,,,1
121,1777426363.231579,9.779,2.111,,33.117,,,,20.895,settle,tracking,47.59,,,,,0
122,1777426363.268042,11.735,2.070,,36.309,,0.005,1.422,20.711,active,tracking,50.70,-1.72,0.40,2,1,
123,1777426363.297577,6.431,1.999,,29.394,,,,20.564,settle,tracking,46.86,,,,,1
124,1777426363.331070,10.280,2.039,,33.338,,,,20.678,settle,tracking,46.99,,,,,0
125,1777426363.366192,10.519,1.999,,34.965,,0.006,1.418,20.662,active,tracking,48.76,-1.72,0.48,2,1,
126,1777426363.398134,8.659,2.002,,31.801,,,,20.804,settle,tracking,47.33,,,,,1
127,1777426363.431497,10.147,2.045,,33.209,,,,20.682,settle,tracking,47.32,,,,,0
128,1777426363.471040,10.208,2.032,,39.389,,4.731,1.380,20.675,active,tracking,53.52,-1.84,0.28,2,1,
129,1777426363.498580,4.415,2.038,,27.412,,,,20.624,settle,tracking,47.67,,,,,1
130,1777426363.531714,9.953,2.045,,32.974,,,,20.641,settle,tracking,47.44,,,,,0
131,1777426363.566592,10.298,2.003,,34.716,,0.006,1.417,20.631,active,tracking,48.98,-2.00,-0.12,2,1,
132,1777426363.598469,8.737,2.042,,31.737,,,,20.617,settle,tracking,47.47,,,,,1
133,1777426363.631942,10.218,2.061,,33.318,,,,20.710,settle,tracking,47.58,,,,,0
134,1777426363.666743,10.142,2.004,,34.641,,0.005,1.475,20.652,active,tracking,49.03,-2.20,-0.40,2,1,
135,1777426363.698421,8.492,2.032,,31.537,,,,20.657,settle,tracking,47.33,,,,,1
136,1777426363.731985,10.383,2.052,,33.409,,,,20.637,settle,tracking,47.53,,,,,0
137,1777426363.771768,10.451,1.995,,39.627,,4.748,1.404,20.606,active,tracking,53.97,-2.56,-0.56,2,1,
138,1777426363.798957,4.010,2.054,,27.058,,,,20.662,settle,tracking,47.77,,,,,1
139,1777426363.832185,9.993,2.049,,33.065,,,,20.687,settle,tracking,47.63,,,,,0
140,1777426363.866769,9.891,2.020,,34.423,,0.005,1.454,20.689,active,tracking,48.87,-2.92,-0.20,2,1,
