frame_idx,wall_t,ms_capture,ms_preproc,ms_framediff,ms_total,phase,state,sensor_age_ms
1131,1777427256.657224,1.966,1.992,,36.027,,31.744,0.006,,active,tracking,72.86,,,,0,
1132,1777427256.698001,1.923,2.063,,40.588,,31.698,4.523,,active,tracking,80.26,,,,0,
1133,1777427256.734628,2.097,2.117,,36.483,,31.924,0.005,,active,tracking,83.53,,,,0,
1134,1777427256.771579,2.070,2.138,,36.800,,32.253,0.005,,active,tracking,87.12,,,,0,
1135,1777427256.813723,2.103,2.129,,41.990,,32.263,4.985,,active,tracking,95.91,,,,0,
1136,1777427256.849947,1.949,2.051,,36.086,,31.765,0.005,,active,tracking,65.40,,,,0,
1137,1777427256.885972,1.877,2.049,,35.884,,31.634,0.005,,active,tracking,68.06,,,,0,
1138,1777427256.926516,1.945,2.072,,40.401,,31.564,4.491,,active,tracking,75.24,,,,0,
1139,1777427256.962754,1.984,2.072,,36.094,,31.707,0.005,,active,tracking,78.11,,,,0,
1140,1777427257.000530,2.242,2.117,,36.701,,32.005,0.005,,active,tracking,82.52,,,,0,
1141,1777427257.042061,2.106,2.064,,41.381,,32.107,4.771,,active,tracking,90.69,,,,0,
1142,1777427257.079205,2.048,2.035,,37.003,,32.613,0.004,,active,tracking,94.47,,,,0,
1143,1777427257.118095,2.067,2.013,,38.713,,33.975,0.009,,active,tracking,66.60,,,,0,
1144,1777427257.160719,3.492,2.443,,42.383,,31.596,4.515,,active,tracking,75.89,,,,0,
1145,1777427257.197117,2.015,2.192,,36.251,,31.705,0.006,,active,tracking,78.92,,,,0,
1146,1777427257.233892,2.067,2.131,,36.630,,32.091,0.006,,active,tracking,82.33,,,,0,
1147,1777427257.275651,2.073,2.133,,41.612,,32.306,4.759,,active,tracking,90.74,,,,0,
1148,1777427257.312636,1.999,1.986,,36.817,,32.519,0.004,,active,tracking,94.35,,,,0,
1149,1777427257.349245,2.053,1.995,,36.476,,32.106,0.005,,active,tracking,64.23,,,,0,
1150,1777427257.389593,1.905,2.056,,40.152,,31.294,4.575,,active,tracking,71.21,,,,0,
1151,1777427257.425801,1.985,2.065,,36.065,,31.691,0.005,,active,tracking,74.05,,,,0,
1152,1777427257.461918,1.932,2.049,,35.978,,31.680,0.005,,active,tracking,76.80,,,,0,
1153,1777427257.503055,2.005,2.087,,41.005,,31.922,4.643,,active,tracking,84.57,,,,0,
1154,1777427257.540120,2.133,2.156,,36.914,,32.278,0.005,,active,tracking,88.28,,,,0,
1155,1777427257.577909,2.192,2.521,,37.642,,32.598,0.006,,active,tracking,92.71,,,,0,
1156,1777427257.619460,1.883,2.059,,41.385,,32.393,4.711,,active,tracking,100.89,,,,0,
1157,1777427257.655578,2.034,2.023,,35.972,,31.588,0.006,,active,tracking,70.28,,,,0,
1158,1777427257.691642,1.967,1.996,,35.923,,31.632,0.006,,active,tracking,72.98,,,,0,
1159,1777427257.732346,1.968,2.029,,40.558,,31.707,4.516,,active,tracking,80.31,,,,0,
1160,1777427257.768887,2.152,2.069,,36.396,,31.826,0.004,,active,tracking,83.49,,,,0,
1161,1777427257.805718,2.102,2.076,,36.677,,32.165,0.004,,active,tracking,86.96,,,,0,
1162,1777427257.847666,2.038,2.207,,41.806,,32.239,4.976,,active,tracking,95.55,,,,0,
1163,1777427257.884136,1.983,2.017,,36.329,,32.004,0.006,,active,tracking,65.29,,,,0,
1164,1777427257.920112,1.930,2.020,,35.835,,31.558,0.005,,active,tracking,67.90,,,,0,
1165,1777427257.960687,1.991,2.015,,40.428,,31.591,4.501,,active,tracking,75.11,,,,0,
1166,1777427257.996891,2.014,2.041,,36.054,,31.664,0.005,,active,tracking,77.94,,,,0,
1167,1777427258.033436,2.068,2.067,,36.401,,31.884,0.004,,active,tracking,81.12,,,,0,
1168,1777427258.074443,1.999,2.135,,40.864,,31.829,4.554,,active,tracking,88.77,,,,0,
1169,1777427258.112689,2.158,2.341,,38.097,,33.206,0.005,,active,tracking,93.65,,,,0,
1170,1777427258.151542,2.050,3.095,,38.706,,33.194,0.005,,active,tracking,99.14,,,,0,
1171,1777427258.192315,1.957,2.030,,40.627,,31.829,4.477,,active,tracking,73.18,,,,0,
1172,1777427258.228747,2.058,2.004,,36.286,,31.802,0.005,,active,tracking,76.24,,,,0,
1173,1777427258.264888,1.919,2.099,,36.003,,31.648,0.006,,active,tracking,79.01,,,,0,
1174,1777427258.306263,2.066,2.075,,41.229,,32.066,4.626,,active,tracking,87.04,,,,0,
1175,1777427258.343678,2.128,2.252,,37.267,,32.394,0.005,,active,tracking,91.10,,,,0,
1176,1777427258.380567,2.105,1.941,,36.763,,32.408,0.004,,active,tracking,94.62,,,,0,
1177,1777427258.421802,2.076,1.998,,41.096,,32.187,4.513,,active,tracking,69.12,,,,0,
1178,1777427258.457830,1.991,2.044,,35.885,,31.520,0.006,,active,tracking,71.77,,,,0,
1179,1777427258.494256,1.931,2.064,,36.286,,31.964,0.005,,active,tracking,74.85,,,,0,
1180,1777427258.534894,1.977,2.075,,40.479,,31.588,4.493,,active,tracking,82.10,,,,0,
1181,1777427258.571890,2.125,2.120,,36.836,,32.251,0.006,,active,tracking,85.72,,,,0,
1182,1777427258.608958,2.136,2.095,,36.914,,32.332,0.005,,active,tracking,89.44,,,,0,
1183,1777427258.651407,2.457,2.045,,42.303,,32.528,4.688,,active,tracking,98.54,,,,0,
1184,1777427258.687342,1.991,2.016,,35.791,,31.451,0.005,,active,tracking,67.75,,,,0,
1185,1777427258.723383,1.978,2.001,,35.897,,31.602,0.005,,active,tracking,70.42,,,,0,
1186,1777427258.764057,1.974,2.025,,40.527,,31.767,4.433,,active,tracking,77.71,,,,0,
1187,1777427258.800619,2.088,2.054,,36.416,,31.940,0.005,,active,tracking,80.93,,,,0,
1188,1777427258.837062,2.052,2.089,,36.299,,31.816,0.006,,active,tracking,84.00,,,,0,
1189,1777427258.878550,2.088,2.090,,41.341,,32.263,4.561,,active,tracking,92.13,,,,0,
1190,1777427258.915418,2.004,2.044,,36.701,,32.330,0.005,,active,tracking,62.27,,,,0,
1191,1777427258.951612,1.934,1.999,,36.053,,31.804,0.006,,active,tracking,65.10,,,,0,
1192,1777427258.992075,1.967,2.055,,40.318,,31.516,4.448,,active,tracking,72.20,,,,0,
1193,1777427259.028416,2.061,2.028,,36.194,,31.784,0.004,,active,tracking,75.18,,,,0,
1194,1777427259.064500,1.945,2.032,,35.939,,31.632,0.006,,active,tracking,77.87,,,,0,
1195,1777427259.105578,2.046,2.033,,40.928,,31.925,4.579,,active,tracking,85.58,,,,0,
1196,1777427259.145337,2.386,2.565,,39.606,,34.319,0.005,,active,tracking,91.99,,,,0,
1197,1777427259.182292,1.955,2.086,,36.768,,32.340,0.005,,active,tracking,95.59,,,,0,
1198,1777427259.223183,1.852,2.044,,40.619,,31.919,4.476,,active,tracking,69.75,,,,0,
1199,1777427259.259378,2.004,2.050,,36.050,,31.669,0.005,,active,tracking,72.58,,,,0,
1200,1777427259.296746,2.033,2.033,,36.064,,31.688,0.005,,active,tracking,76.59,,,,0,
1201,1777427259.337960,2.097,2.086,,41.074,,31.945,4.596,,active,tracking,84.43,,,,0,
1202,1777427259.374999,2.127,2.320,,36.892,,32.100,0.005,,active,tracking,88.11,,,,0,
1203,1777427259.412534,2.100,2.378,,37.391,,32.544,0.005,,active,tracking,92.28,,,,0,
1204,1777427259.453744,1.903,2.001,,41.012,,32.290,4.469,,active,tracking,100.13,,,,0,
1205,1777427259.489934,1.986,2.061,,36.043,,31.675,0.005,,active,tracking,69.58,,,,0,
1206,1777427259.525903,1.916,2.083,,35.828,,31.506,0.006,,active,tracking,72.19,,,,0,
1207,1777427259.566869,1.946,2.058,,40.824,,31.968,4.519,,active,tracking,79.77,,,,0,
1208,1777427259.603496,2.079,2.126,,36.480,,31.931,0.006,,active,tracking,83.04,,,,0,
1209,1777427259.640556,2.103,2.117,,36.906,,32.348,0.005,,active,tracking,86.73,,,,0,
1210,1777427259.682567,2.099,2.208,,41.862,,32.212,4.965,,active,tracking,95.37,,,,0,
1211,1777427259.718963,1.954,2.018,,36.257,,31.964,0.004,,active,tracking,65.07,,,,0,
1212,1777427259.754829,1.942,2.049,,35.722,,31.410,0.005,,active,tracking,67.56,,,,0,
1213,1777427259.795459,1.923,2.048,,40.483,,31.621,4.563,,active,tracking,74.84,,,,0,
1214,1777427259.831524,2.003,2.051,,35.921,,31.540,0.005,,active,tracking,77.52,,,,0,
1215,1777427259.867979,1.995,2.056,,36.308,,31.919,0.006,,active,tracking,80.61,,,,0,
1216,1777427259.909117,2.050,2.085,,40.995,,31.957,4.557,,active,tracking,88.37,,,,0,
1217,1777427259.946836,2.217,2.330,,37.566,,32.652,0.006,,active,tracking,92.75,,,,0,
1218,1777427259.984035,1.886,2.025,,37.017,,32.795,0.004,,active,tracking,96.59,,,,0,
1219,1777427260.024949,2.073,2.018,,40.779,,31.836,4.524,,active,tracking,70.77,,,,0,
1220,1777427260.060993,2.043,2.015,,35.896,,31.511,0.005,,active,tracking,73.45,,,,0,
1221,1777427260.096905,1.967,2.018,,35.767,,31.453,0.006,,active,tracking,75.98,,,,0,
1222,1777427260.139725,1.924,2.187,,42.676,,33.635,4.580,,active,tracking,85.44,,,,0,
1223,1777427260.176852,2.194,2.089,,36.974,,32.335,0.004,,active,tracking,89.21,,,,0,
1224,1777427260.214106,2.201,2.033,,37.113,,32.556,0.005,,active,tracking,93.11,,,,0,
1225,1777427260.255687,2.253,2.058,,41.237,,32.142,4.453,,active,tracking,67.96,,,,0,
1226,1777427260.291620,2.021,2.011,,35.792,,31.436,0.004,,active,tracking,70.52,,,,0,
1227,1777427260.327923,1.962,2.041,,36.157,,31.824,0.006,,active,tracking,73.47,,,,0,
1228,1777427260.368416,1.993,1.996,,40.344,,31.650,4.371,,active,tracking,80.58,,,,0,
1229,1777427260.405048,2.145,2.095,,36.480,,31.895,0.006,,active,tracking,83.85,,,,0,
1230,1777427260.441864,2.098,2.119,,36.664,,32.105,0.006,,active,tracking,87.31,,,,0,
1231,1777427260.483735,2.076,2.124,,41.722,,32.278,4.753,,active,tracking,95.82,,,,0,
1232,1777427260.519989,1.989,2.020,,36.109,,31.778,0.005,,active,tracking,65.34,,,,0,
1233,1777427260.555842,1.931,1.999,,35.711,,31.451,0.006,,active,tracking,67.83,,,,0,
1234,1777427260.596272,1.984,2.018,,40.283,,31.499,4.455,,active,tracking,74.90,,,,0,
1235,1777427260.632449,2.015,2.037,,36.034,,31.648,0.006,,active,tracking,77.69,,,,0,
1236,1777427260.668898,1.998,2.075,,36.305,,31.897,0.006,,active,tracking,80.79,,,,0,
1237,1777427260.710096,2.045,2.071,,41.050,,31.828,4.759,,active,tracking,88.61,,,,0,
1238,1777427260.747557,2.149,2.338,,37.279,,32.461,0.005,,active,tracking,92.72,,,,0,
1239,1777427260.784434,1.931,2.021,,36.693,,32.417,0.004,,active,tracking,96.24,,,,0,
1240,1777427260.825131,1.894,2.036,,40.391,,31.719,4.418,,active,tracking,70.20,,,,0,
1241,1777427260.861658,2.028,2.025,,36.381,,31.909,0.006,,active,tracking,73.36,,,,0,
1242,1777427260.897756,1.938,2.064,,35.961,,31.632,0.006,,active,tracking,76.10,,,,0,
1243,1777427260.938743,1.902,2.241,,40.847,,31.784,4.575,,active,tracking,83.67,,,,0,
1244,1777427260.976049,2.155,2.117,,37.159,,32.545,0.004,,active,tracking,87.66,,,,0,
1245,1777427261.013704,2.140,2.300,,37.504,,32.623,0.006,,active,tracking,91.95,,,,0,
1246,1777427261.054982,1.876,2.120,,41.090,,32.291,4.465,,active,tracking,99.87,,,,0,
1247,1777427261.091226,1.999,2.072,,36.103,,31.707,0.006,,active,tracking,69.38,,,,0,
1248,1777427261.129771,1.943,2.081,,38.402,,34.048,0.006,,active,tracking,74.56,,,,0,
1249,1777427261.170744,1.967,2.365,,40.830,,31.634,4.523,,active,tracking,82.16,,,,0,
1250,1777427261.207747,2.183,2.111,,36.853,,32.216,0.005,,active,tracking,85.80,,,,0,
1251,1777427261.245023,2.102,2.111,,37.124,,32.561,0.006,,active,tracking,89.70,,,,0,
1252,1777427261.287128,2.144,2.039,,41.788,,32.687,4.606,,active,tracking,98.47,,,,0,
1253,1777427261.323144,1.980,2.053,,35.873,,31.514,0.004,,active,tracking,67.75,,,,0,
1254,1777427261.359283,1.948,2.051,,35.994,,31.667,0.006,,active,tracking,70.52,,,,0,
1255,1777427261.399875,1.983,2.009,,40.449,,31.620,4.504,,active,tracking,77.74,,,,0,
1256,1777427261.436357,2.098,2.059,,36.334,,31.835,0.006,,active,tracking,80.85,,,,0,
1257,1777427261.472764,2.076,2.054,,36.259,,31.787,0.005,,active,tracking,83.90,,,,0,
1258,1777427261.514014,2.115,2.075,,41.092,,31.922,4.631,,active,tracking,91.79,,,,0,
1259,1777427261.551262,2.180,2.113,,37.093,,32.488,0.005,,active,tracking,95.68,,,,0,
1260,1777427261.588803,2.004,2.027,,36.116,,31.752,0.005,,active,tracking,66.49,,,,0,
1261,1777427261.629489,1.987,2.014,,40.540,,31.683,4.525,,active,tracking,73.81,,,,0,
1262,1777427261.665706,1.997,2.024,,36.075,,31.651,0.004,,active,tracking,76.67,,,,0,
1263,1777427261.702271,1.986,2.167,,36.430,,31.938,0.006,,active,tracking,79.85,,,,0,
1264,1777427261.743622,2.003,2.206,,41.208,,32.091,4.561,,active,tracking,87.85,,,,0,
1265,1777427261.781238,2.209,2.307,,37.462,,32.627,0.004,,active,tracking,92.11,,,,0,
1266,1777427261.817780,1.913,1.978,,36.365,,32.107,0.005,,active,tracking,95.25,,,,0,
1267,1777427261.859043,2.252,2.032,,40.894,,31.791,4.491,,active,tracking,69.81,,,,0,
1268,1777427261.895333,2.003,2.077,,36.145,,31.739,0.005,,active,tracking,72.74,,,,0,
1269,1777427261.931456,1.967,1.998,,35.984,,31.691,0.006,,active,tracking,75.50,,,,0,
1270,1777427261.972036,1.940,2.040,,40.434,,31.629,4.483,,active,tracking,82.69,,,,0,
1271,1777427262.008912,2.175,2.105,,36.718,,32.093,0.005,,active,tracking,86.21,,,,0,
1272,1777427262.045838,2.169,2.088,,36.776,,32.130,0.005,,active,tracking,89.78,,,,0,
1273,1777427262.088036,2.133,2.018,,41.881,,32.806,4.606,,active,tracking,98.62,,,,0,
1274,1777427262.128287,2.015,2.026,,40.104,,35.737,0.006,,active,tracking,72.14,,,,0,
1275,1777427262.164786,1.995,2.209,,36.355,,31.830,0.006,,active,tracking,75.28,,,,0,
1276,1777427262.205661,1.924,2.021,,40.729,,31.807,4.641,,active,tracking,82.78,,,,0,
1277,1777427262.242825,2.116,2.130,,37.016,,32.426,0.004,,active,tracking,86.57,,,,0,
1278,1777427262.279805,2.072,2.229,,36.830,,32.170,0.006,,active,tracking,90.19,,,,0,
1279,1777427262.322006,2.200,1.954,,41.882,,32.667,4.746,,active,tracking,99.04,,,,0,
1280,1777427262.358140,1.963,2.040,,35.993,,31.661,0.005,,active,tracking,68.45,,,,0,
1281,1777427262.394332,1.943,2.048,,36.051,,31.738,0.006,,active,tracking,71.25,,,,0,
1282,1777427262.435027,1.935,2.062,,40.548,,31.639,4.575,,active,tracking,78.58,,,,0,
1283,1777427262.471624,2.089,2.137,,36.453,,31.890,0.005,,active,tracking,81.82,,,,0,
1284,1777427262.508344,2.094,2.066,,36.570,,32.066,0.004,,active,tracking,85.16,,,,0,
1285,1777427262.550099,2.133,2.089,,41.576,,32.296,4.717,,active,tracking,93.58,,,,0,
1286,1777427262.586642,1.924,2.049,,36.407,,32.113,0.005,,active,tracking,63.40,,,,0,
1287,1777427262.622932,1.909,2.052,,36.148,,31.860,0.005,,active,tracking,66.32,,,,0,
1288,1777427262.663613,1.949,2.055,,40.536,,31.614,4.592,,active,tracking,73.64,,,,0,
1289,1777427262.699867,2.042,1.986,,36.109,,31.774,0.004,,active,tracking,76.53,,,,0,
1290,1777427262.736390,2.053,2.137,,36.378,,31.840,0.007,,active,tracking,79.67,,,,0,
1291,1777427262.777596,2.051,2.084,,41.062,,31.932,4.647,,active,tracking,87.52,,,,0,
1292,1777427262.815375,2.193,2.445,,37.631,,32.607,0.006,,active,tracking,91.94,,,,0,
1293,1777427262.852268,1.942,1.994,,36.725,,32.482,0.004,,active,tracking,95.45,,,,0,
1294,1777427262.893260,2.078,1.996,,40.857,,32.044,4.411,,active,tracking,69.72,,,,0,
