frame_idx,wall_t,ms_capture,ms_preproc,ms_framediff,ms_total,phase,state,sensor_age_ms
194,1777426447.153792,2.212,2.091,,51.945,,,47.290,active,tracking,99.22,0,,,,
195,1777426447.203659,2.025,2.062,,49.712,,,45.251,active,tracking,82.37,0,,,,
196,1777426447.253906,2.252,2.108,,50.081,,,45.363,active,tracking,99.25,0,,,,
197,1777426447.305452,2.032,2.051,,51.395,,1.433,45.494,active,tracking,84.09,1,-1.60,1.44,2,
198,1777426447.355722,2.164,2.195,,50.134,,,45.433,settle,tracking,100.97,,,,,1
199,1777426447.405583,2.181,2.030,,49.690,,,45.063,settle,tracking,84.11,,,,,0
200,1777426447.457442,2.212,2.129,,51.690,,1.443,45.538,active,tracking,102.63,1,-2.60,2.04,2,
201,1777426447.506821,2.022,2.060,,49.246,,,44.803,settle,tracking,85.25,,,,,1
202,1777426447.557234,2.240,2.133,,50.245,,,45.523,settle,tracking,102.30,,,,,0
203,1777426447.608588,2.096,2.069,,51.105,,1.418,45.140,active,tracking,86.95,1,-4.08,2.44,2,
204,1777426447.659016,2.161,2.436,,50.286,,,45.355,settle,tracking,103.99,,,,,1
205,1777426447.708909,2.101,2.051,,49.731,,,45.220,settle,tracking,87.15,,,,,0
206,1777426447.760921,2.291,2.394,,51.849,,1.424,45.382,active,tracking,105.81,1,-5.08,2.44,2,
207,1777426447.811358,2.053,2.018,,50.307,,,45.925,settle,tracking,89.52,,,,,1
208,1777426447.861442,2.121,2.002,,49.944,,,45.419,settle,tracking,106.16,,,,,0
209,1777426447.913087,2.083,2.067,,51.500,,1.402,45.502,active,tracking,91.16,1,-5.56,1.92,2,
210,1777426447.937640,1.956,2.010,,24.432,,,20.091,settle,tracking,48.96,,,,,1
211,1777426447.994048,8.386,2.022,,56.253,,,45.500,settle,tracking,72.01,,,,,0
212,1777426448.046052,2.075,2.083,,51.855,,1.690,45.589,active,tracking,90.68,1,-5.88,1.08,2,
213,1777426448.095964,1.900,2.038,,49.790,,,45.487,settle,tracking,73.82,,,,,1
214,1777426448.147181,2.128,2.021,,51.056,,,46.567,settle,tracking,91.69,,,,,0
215,1777426448.198981,2.096,2.007,,51.642,,1.408,45.706,active,tracking,76.78,1,-5.88,0.28,2,
216,1777426448.249027,2.083,2.155,,49.915,,,45.328,settle,tracking,93.44,,,,,1
217,1777426448.299651,2.077,2.010,,50.465,,,46.030,settle,tracking,77.33,,,,,0
218,1777426448.351232,2.141,2.077,,51.424,,1.406,45.438,active,tracking,95.54,1,-6.16,-0.12,2,
219,1777426448.376027,1.994,2.048,,24.665,,,20.306,settle,tracking,53.61,,,,,1
220,1777426448.402427,3.812,2.036,,26.242,,,20.090,settle,tracking,46.65,,,,,0
221,1777426448.436192,11.264,2.000,,33.627,,,20.052,active,tracking,47.05,0,,,,
222,1777426448.468991,10.264,2.012,,32.656,,,20.068,active,tracking,46.49,0,,,,
223,1777426448.504285,11.036,2.073,,35.152,,,20.108,active,lost,48.41,0,,,,
224,1777426448.517740,8.754,2.057,2.220,13.291,,,,active,acquiring,28.50,0,,,,
225,1777426448.579888,28.444,2.008,2.072,61.993,27.768,1.378,,active,tracking,57.31,1,-6.28,0.28,2,
226,1777426448.831452,2.045,2.041,,251.437,,,247.045,settle,tracking,275.49,,,,,1
227,1777426449.304819,2.064,2.020,,473.222,,,468.795,settle,tracking,515.31,,,,,0
228,1777426449.543253,2.204,2.072,,238.268,,,233.673,active,tracking,286.63,0,,,,
229,1777426449.781760,2.252,2.338,,238.362,,,233.496,active,tracking,291.60,0,,,,
230,1777426450.026430,1.998,2.050,,244.540,,,236.437,active,lost,269.34,0,,,,
231,1777426450.034329,2.126,2.196,3.144,7.748,,,,active,acquiring,43.70,0,,,,
232,1777426450.057395,13.098,2.052,1.710,22.912,4.001,1.414,,active,tracking,33.38,1,-10.08,1.04,3,
233,1777426450.138419,23.858,2.148,,80.867,,,54.535,settle,tracking,81.05,,,,,2
234,1777426450.219499,2.127,2.135,,80.932,,,76.330,settle,tracking,128.76,,,,,1
235,1777426450.256199,2.185,2.079,,36.547,,,31.980,settle,tracking,65.37,,,,,0
236,1777426450.292600,2.002,1.993,,36.262,,,31.962,active,tracking,68.41,0,,,,
237,1777426450.329151,2.061,2.015,,36.414,,,32.028,active,tracking,71.60,0,,,,
238,1777426450.366225,2.066,2.034,,36.931,,,32.527,active,tracking,75.31,0,,,,
239,1777426450.405457,2.002,2.081,,39.088,,,32.156,active,lost,81.16,0,,,,
240,1777426450.414460,2.163,2.298,3.462,8.197,,,,active,acquiring,56.82,0,,,,
